play_id,user_id,user_age,user_country,subscription_tier,track_id,track_name,artist_name,album_name,album_release_year,genre_primary,genre_secondary,device_type,platform,os_version,city,state_province,country,play_seconds,completed,skips,timestamp
1453,U0288,34,UK,Premium,T00051,Track A013-3,Artist 13,Album A013-2,2020,Hip-Hop,Pop Rap,Mobile,iOS,17.5,Manchester,ENG,UK,255,1,0,2024-10-29 07:59:58
1454,U0320,29,USA,Student,T00022,Track A006-2,Artist 6,Album A006-1,2018,Latin Pop,Reggaeton,Mobile,Android,12,Austin,TX,USA,185,0,1,2024-10-24 16:21:54
1455,U0279,38,India,Premium,T00041,Track A011-1,Artist 11,Album A011-1,2023,Pop,Dance Pop,Tablet,iOS,17.1,Mumbai,MH,India,216,1,0,2024-10-06 05:18:55
1456,U0205,36,India,Premium Family,T00073,Track A019-1,Artist 19,Album A019-1,2017,Hip-Hop,Pop Rap,Desktop,Windows,10,Hyderabad,TG,India,286,1,0,2024-10-19 03:41:43
1457,U0066,49,Brazil,Premium,T00058,Track A015-2,Artist 15,Album A015-1,2018,Latin Pop,Reggaeton,Mobile,Android,12,Rio de Janeiro,RJ,Brazil,312,1,0,2024-10-02 15:19:59
1458,U0420,46,UK,Premium,T00038,Track A010-2,Artist 10,Album A010-1,2024,Pop,Dance Pop,Tablet,iOS,17.1,Edinburgh,SCT,UK,170,1,0,2024-10-26 18:04:30
1459,U0118,60,India,Premium Family,T00024,Track A006-4,Artist 6,Album A006-2,2024,Latin Pop,Reggaeton,Desktop,Windows,10,Bengaluru,KA,India,254,1,0,2024-10-21 20:16:18
1460,U0252,36,UK,Premium,T00010,Track A003-2,Artist 3,Album A003-1,2017,Pop,Dance Pop,Mobile,Android,12,Edinburgh,SCT,UK,174,0,1,2024-10-19 01:00:56
1461,U0126,44,Germany,Free,T00002,Track A001-2,Artist 1,Album A001-1,2021,Hip-Hop,Pop Rap,Desktop,Windows,10,Munich,BY,Germany,237,1,0,2024-10-01 12:42:02
1462,U0477,50,Japan,Premium,T00073,Track A019-1,Artist 19,Album A019-1,2017,Hip-Hop,Pop Rap,Desktop,Windows,10,Osaka,OS,Japan,207,1,0,2024-10-12 07:03:19
1463,U0291,34,Japan,Free,T00078,Track A020-2,Artist 20,Album A020-1,2024,Bollywood,Dance,Mobile,Android,12,Osaka,OS,Japan,140,0,1,2024-10-26 14:18:18
1464,U0077,26,Japan,Student,T00074,Track A019-2,Artist 19,Album A019-1,2018,Hip-Hop,Pop Rap,Smart Speaker,Alexa,5.3,Osaka,OS,Japan,230,1,0,2024-10-21 11:22:28
1465,U0326,31,India,Premium,T00041,Track A011-1,Artist 11,Album A011-1,2023,Pop,Dance Pop,Mobile,Android,12,Bengaluru,KA,India,82,0,1,2024-10-10 13:39:54
1466,U0048,58,Canada,Premium Family,T00036,Track A009-4,Artist 9,Album A009-2,2023,K-Pop,Pop,Desktop,macOS,13.5,Vancouver,BC,Canada,113,0,2,2024-10-06 18:56:48
1467,U0335,24,Japan,Free,T00076,Track A019-4,Artist 19,Album A019-2,2020,Hip-Hop,Pop Rap,Desktop,macOS,13.5,Tokyo,TK,Japan,210,1,0,2024-10-12 11:27:05
1468,U0019,33,Japan,Free,T00083,Track A021-3,Artist 21,Album A021-2,2017,Bollywood,Dance,Tablet,iOS,17.1,Tokyo,TK,Japan,291,1,0,2024-10-01 05:24:50
1469,U0135,25,Canada,Premium Family,T00052,Track A013-4,Artist 13,Album A013-2,2022,Hip-Hop,Pop Rap,Mobile,iOS,17.5,Montreal,QC,Canada,294,1,0,2024-10-26 21:32:02
1470,U0346,43,India,Free,T00083,Track A021-3,Artist 21,Album A021-2,2017,Bollywood,Dance,Mobile,iOS,17.5,Hyderabad,TG,India,192,0,1,2024-10-04 08:55:11
1471,U0309,26,India,Student,T00036,Track A009-4,Artist 9,Album A009-2,2023,K-Pop,Pop,Desktop,Windows,10,Bengaluru,KA,India,179,0,1,2024-10-17 18:54:52
1472,U0506,36,Canada,Premium,T00079,Track A020-3,Artist 20,Album A020-2,2020,Bollywood,Dance,Mobile,iOS,17.5,Vancouver,BC,Canada,159,0,1,2024-10-20 02:15:35
1473,U0125,55,India,Free,T00048,Track A012-4,Artist 12,Album A012-2,2024,Pop,Dance Pop,Tablet,iOS,17.1,Hyderabad,TG,India,70,0,0,2024-10-05 23:42:17
1474,U0143,46,USA,Premium,T00014,Track A004-2,Artist 4,Album A004-1,2018,Bollywood,Dance,Desktop,Windows,10,Chicago,IL,USA,142,0,0,2024-10-22 03:36:24
1475,U0378,18,UK,Student,T00069,Track A018-1,Artist 18,Album A018-1,2017,Latin Pop,Reggaeton,Mobile,iOS,17.5,Edinburgh,SCT,UK,150,0,0,2024-10-03 13:09:23
1476,U0114,29,Canada,Premium,T00007,Track A002-3,Artist 2,Album A002-2,2018,Bollywood,Dance,Desktop,Windows,10,Toronto,ON,Canada,151,0,2,2024-10-04 15:25:49
1477,U0389,19,Canada,Free,T00035,Track A009-3,Artist 9,Album A009-2,2021,K-Pop,Pop,Smart Speaker,Alexa,5.3,Toronto,ON,Canada,297,1,0,2024-10-09 06:27:31
1478,U0472,40,Germany,Premium,T00016,Track A004-4,Artist 4,Album A004-2,2018,Bollywood,Dance,Mobile,Android,12,Munich,BY,Germany,274,1,0,2024-10-16 12:02:58
1479,U0599,54,Germany,Free,T00053,Track A014-1,Artist 14,Album A014-1,2017,Hip-Hop,Pop Rap,Smart Speaker,Alexa,5.3,Munich,BY,Germany,227,1,0,2024-10-22 16:32:10
1480,U0541,17,Brazil,Premium,T00031,Track A008-3,Artist 8,Album A008-2,2020,Latin Pop,Reggaeton,Tablet,iOS,17.1,Rio de Janeiro,RJ,Brazil,226,1,0,2024-10-24 04:49:30
1481,U0330,39,Japan,Free,T00094,Track A024-2,Artist 24,Album A024-1,2020,K-Pop,Pop,Desktop,macOS,13.5,Osaka,OS,Japan,101,0,1,2024-10-11 23:06:41
1482,U0085,31,USA,Free,T00046,Track A012-2,Artist 12,Album A012-1,2018,Pop,Dance Pop,Tablet,iOS,17.1,New York,NY,USA,225,1,0,2024-10-12 18:23:19
1483,U0211,22,Germany,Student,T00089,Track A023-1,Artist 23,Album A023-1,2019,Latin Pop,Reggaeton,Mobile,iOS,17.5,Hamburg,HH,Germany,321,1,0,2024-10-04 15:32:58
1484,U0218,29,Canada,Free,T00002,Track A001-2,Artist 1,Album A001-1,2021,Hip-Hop,Pop Rap,Smart Speaker,Alexa,5.3,Montreal,QC,Canada,192,1,0,2024-10-11 11:48:57
1485,U0193,56,Japan,Free,T00063,Track A016-3,Artist 16,Album A016-2,2020,Latin Pop,Reggaeton,Mobile,iOS,17.5,Tokyo,TK,Japan,138,0,2,2024-10-17 12:39:11
1486,U0527,21,Brazil,Premium,T00041,Track A011-1,Artist 11,Album A011-1,2023,Pop,Dance Pop,Desktop,Windows,10,São Paulo,SP,Brazil,225,1,0,2024-10-23 00:58:26
1487,U0517,19,Germany,Premium,T00014,Track A004-2,Artist 4,Album A004-1,2018,Bollywood,Dance,Mobile,Android,12,Munich,BY,Germany,293,1,0,2024-10-11 14:54:10
1488,U0464,21,Japan,Student,T00080,Track A020-4,Artist 20,Album A020-2,2018,Bollywood,Dance,Tablet,iOS,17.1,Osaka,OS,Japan,252,1,0,2024-10-10 20:32:10
1489,U0071,42,India,Free,T00036,Track A009-4,Artist 9,Album A009-2,2023,K-Pop,Pop,Desktop,macOS,13.5,Bengaluru,KA,India,231,1,0,2024-10-08 23:18:09
1490,U0592,36,Canada,Free,T00083,Track A021-3,Artist 21,Album A021-2,2017,Bollywood,Dance,Mobile,iOS,17.5,Vancouver,BC,Canada,190,1,0,2024-10-08 03:36:17
1491,U0113,50,UK,Premium Family,T00031,Track A008-3,Artist 8,Album A008-2,2020,Latin Pop,Reggaeton,Mobile,iOS,17.5,London,ENG,UK,132,0,1,2024-10-23 08:55:31
1492,U0544,31,USA,Premium,T00058,Track A015-2,Artist 15,Album A015-1,2018,Latin Pop,Reggaeton,Desktop,Windows,10,Austin,TX,USA,111,0,0,2024-10-13 21:25:17
1493,U0363,39,Japan,Premium,T00056,Track A014-4,Artist 14,Album A014-2,2021,Hip-Hop,Pop Rap,Mobile,Android,12,Tokyo,TK,Japan,179,0,2,2024-10-08 07:29:06
1494,U0342,47,Germany,Premium,T00007,Track A002-3,Artist 2,Album A002-2,2018,Bollywood,Dance,Desktop,macOS,13.5,Hamburg,HH,Germany,174,1,0,2024-10-14 05:35:20
1495,U0392,47,Brazil,Premium Family,T00094,Track A024-2,Artist 24,Album A024-1,2020,K-Pop,Pop,Desktop,macOS,13.5,São Paulo,SP,Brazil,158,0,0,2024-10-10 09:56:48
1496,U0283,52,USA,Premium,T00068,Track A017-4,Artist 17,Album A017-2,2018,Pop,Dance Pop,Tablet,iOS,17.1,San Francisco,CA,USA,200,1,0,2024-10-24 23:06:16
1497,U0052,46,Canada,Premium,T00083,Track A021-3,Artist 21,Album A021-2,2017,Bollywood,Dance,Mobile,Android,12,Montreal,QC,Canada,140,0,0,2024-10-06 09:25:15
1498,U0590,40,India,Free,T00035,Track A009-3,Artist 9,Album A009-2,2021,K-Pop,Pop,Mobile,Android,12,Bengaluru,KA,India,202,1,0,2024-10-04 04:43:03
1499,U0232,49,Germany,Free,T00080,Track A020-4,Artist 20,Album A020-2,2018,Bollywood,Dance,Smart Speaker,Alexa,5.3,Hamburg,HH,Germany,178,1,0,2024-10-20 15:20:45
1500,U0226,44,India,Premium,T00094,Track A024-2,Artist 24,Album A024-1,2020,K-Pop,Pop,Smart Speaker,Alexa,5.3,Mumbai,MH,India,196,1,0,2024-10-14 00:33:13
1501,U0209,40,India,Premium,T00045,Track A012-1,Artist 12,Album A012-1,2021,Pop,Dance Pop,Smart Speaker,Alexa,5.3,Mumbai,MH,India,235,1,0,2024-10-14 23:32:08
1502,U0004,36,USA,Free,T00013,Track A004-1,Artist 4,Album A004-1,2022,Bollywood,Dance,Mobile,Android,12,New York,NY,USA,290,1,0,2024-10-25 10:19:02
1503,U0489,19,India,Premium Family,T00095,Track A024-3,Artist 24,Album A024-2,2023,K-Pop,Pop,Desktop,Windows,10,Bengaluru,KA,India,127,0,0,2024-10-12 14:00:42
1504,U0171,32,USA,Free,T00024,Track A006-4,Artist 6,Album A006-2,2024,Latin Pop,Reggaeton,Desktop,Windows,10,San Francisco,CA,USA,119,0,2,2024-10-23 02:21:55
1505,U0486,31,Brazil,Free,T00055,Track A014-3,Artist 14,Album A014-2,2018,Hip-Hop,Pop Rap,Desktop,Windows,10,Rio de Janeiro,RJ,Brazil,129,0,0,2024-10-02 00:15:54
1506,U0175,30,Japan,Premium,T00087,Track A022-3,Artist 22,Album A022-2,2020,Bollywood,Dance,Mobile,iOS,17.5,Osaka,OS,Japan,170,0,2,2024-10-29 20:03:58
1507,U0002,45,Germany,Free,T00063,Track A016-3,Artist 16,Album A016-2,2020,Latin Pop,Reggaeton,Mobile,Android,12,Munich,BY,Germany,108,0,0,2024-10-23 22:34:54
1508,U0581,38,USA,Free,T00088,Track A022-4,Artist 22,Album A022-2,2019,Bollywood,Dance,Desktop,Windows,10,Chicago,IL,USA,201,1,0,2024-10-12 01:58:27
1509,U0151,47,UK,Premium,T00013,Track A004-1,Artist 4,Album A004-1,2022,Bollywood,Dance,Mobile,iOS,17.5,Edinburgh,SCT,UK,258,1,0,2024-10-15 18:53:14
1510,U0464,21,Japan,Student,T00063,Track A016-3,Artist 16,Album A016-2,2020,Latin Pop,Reggaeton,Smart Speaker,Alexa,5.3,Osaka,OS,Japan,336,1,0,2024-10-18 00:41:22
1511,U0499,46,Japan,Free,T00033,Track A009-1,Artist 9,Album A009-1,2019,K-Pop,Pop,Desktop,Windows,10,Tokyo,TK,Japan,57,0,1,2024-10-23 06:29:00
1512,U0342,47,Germany,Premium,T00067,Track A017-3,Artist 17,Album A017-2,2020,Pop,Dance Pop,Smart Speaker,Alexa,5.3,Hamburg,HH,Germany,194,1,0,2024-10-29 22:05:29
1513,U0532,33,India,Free,T00094,Track A024-2,Artist 24,Album A024-1,2020,K-Pop,Pop,Smart Speaker,Alexa,5.3,Bengaluru,KA,India,121,0,0,2024-10-02 00:08:56
1514,U0146,26,Japan,Free,T00046,Track A012-2,Artist 12,Album A012-1,2018,Pop,Dance Pop,Desktop,macOS,13.5,Tokyo,TK,Japan,147,0,2,2024-10-02 12:00:23
1515,U0442,37,India,Free,T00047,Track A012-3,Artist 12,Album A012-2,2023,Pop,Dance Pop,Mobile,Android,12,Mumbai,MH,India,134,0,2,2024-10-05 08:00:42
1516,U0111,38,India,Premium,T00036,Track A009-4,Artist 9,Album A009-2,2023,K-Pop,Pop,Smart Speaker,Alexa,5.3,Bengaluru,KA,India,287,1,0,2024-10-27 10:52:25
1517,U0540,55,UK,Premium Family,T00023,Track A006-3,Artist 6,Album A006-2,2020,Latin Pop,Reggaeton,Desktop,Windows,10,Edinburgh,SCT,UK,283,1,0,2024-10-17 22:26:02
1518,U0428,34,UK,Premium Family,T00036,Track A009-4,Artist 9,Album A009-2,2023,K-Pop,Pop,Desktop,Windows,10,London,ENG,UK,78,0,2,2024-10-10 06:01:59
1519,U0352,39,Brazil,Premium,T00079,Track A020-3,Artist 20,Album A020-2,2020,Bollywood,Dance,Mobile,iOS,17.5,Rio de Janeiro,RJ,Brazil,256,1,0,2024-10-22 01:01:01
1520,U0356,27,USA,Premium,T00037,Track A010-1,Artist 10,Album A010-1,2020,Pop,Dance Pop,Mobile,iOS,17.5,New York,NY,USA,197,0,0,2024-10-01 09:42:39
1521,U0478,38,Canada,Free,T00088,Track A022-4,Artist 22,Album A022-2,2019,Bollywood,Dance,Mobile,Android,12,Vancouver,BC,Canada,318,1,0,2024-10-26 09:33:21
1522,U0572,18,Germany,Premium,T00086,Track A022-2,Artist 22,Album A022-1,2020,Bollywood,Dance,Mobile,Android,12,Hamburg,HH,Germany,195,1,0,2024-10-15 17:46:21
1523,U0302,54,Brazil,Premium,T00002,Track A001-2,Artist 1,Album A001-1,2021,Hip-Hop,Pop Rap,Desktop,macOS,13.5,São Paulo,SP,Brazil,140,0,2,2024-10-02 23:42:49
1524,U0127,52,Germany,Premium,T00007,Track A002-3,Artist 2,Album A002-2,2018,Bollywood,Dance,Desktop,macOS,13.5,Munich,BY,Germany,46,0,2,2024-10-15 20:18:28
1525,U0001,19,Brazil,Free,T00007,Track A002-3,Artist 2,Album A002-2,2018,Bollywood,Dance,Desktop,Windows,10,Rio de Janeiro,RJ,Brazil,170,0,2,2024-10-07 16:27:14
1526,U0575,59,India,Premium,T00020,Track A005-4,Artist 5,Album A005-2,2022,Bollywood,Dance,Mobile,iOS,17.5,Hyderabad,TG,India,119,0,0,2024-10-14 03:21:07
1527,U0443,47,India,Student,T00075,Track A019-3,Artist 19,Album A019-2,2021,Hip-Hop,Pop Rap,Mobile,iOS,17.5,Hyderabad,TG,India,140,0,1,2024-10-15 02:48:32
1528,U0255,47,Japan,Premium,T00087,Track A022-3,Artist 22,Album A022-2,2020,Bollywood,Dance,Smart Speaker,Alexa,5.3,Osaka,OS,Japan,183,0,0,2024-10-19 18:00:11
1529,U0268,43,UK,Student,T00039,Track A010-3,Artist 10,Album A010-2,2017,Pop,Dance Pop,Tablet,iOS,17.1,London,ENG,UK,128,0,2,2024-10-16 02:02:00
1530,U0331,38,UK,Free,T00075,Track A019-3,Artist 19,Album A019-2,2021,Hip-Hop,Pop Rap,Mobile,Android,12,London,ENG,UK,148,0,2,2024-10-10 16:26:31
1531,U0205,36,India,Premium Family,T00039,Track A010-3,Artist 10,Album A010-2,2017,Pop,Dance Pop,Desktop,Windows,10,Hyderabad,TG,India,159,0,2,2024-10-05 03:43:43
1532,U0473,59,Germany,Premium Family,T00070,Track A018-2,Artist 18,Album A018-1,2020,Latin Pop,Reggaeton,Mobile,Android,12,Berlin,BE,Germany,252,1,0,2024-10-19 06:01:55
1533,U0448,48,Germany,Free,T00013,Track A004-1,Artist 4,Album A004-1,2022,Bollywood,Dance,Mobile,Android,12,Munich,BY,Germany,187,1,0,2024-10-26 13:30:00
1534,U0516,25,Canada,Free,T00088,Track A022-4,Artist 22,Album A022-2,2019,Bollywood,Dance,Smart Speaker,Alexa,5.3,Toronto,ON,Canada,192,1,0,2024-10-18 08:35:11
1535,U0478,38,Canada,Free,T00054,Track A014-2,Artist 14,Album A014-1,2024,Hip-Hop,Pop Rap,Desktop,macOS,13.5,Vancouver,BC,Canada,69,0,0,2024-10-23 09:26:05
1536,U0432,31,India,Free,T00012,Track A003-4,Artist 3,Album A003-2,2018,Pop,Dance Pop,Mobile,Android,12,Mumbai,MH,India,289,1,0,2024-10-30 20:46:11
1537,U0249,41,India,Free,T00075,Track A019-3,Artist 19,Album A019-2,2021,Hip-Hop,Pop Rap,Tablet,iOS,17.1,Hyderabad,TG,India,114,0,2,2024-10-19 02:42:21
1538,U0301,49,India,Free,T00007,Track A002-3,Artist 2,Album A002-2,2018,Bollywood,Dance,Desktop,macOS,13.5,Hyderabad,TG,India,180,1,0,2024-10-07 02:43:33
1539,U0474,38,Canada,Free,T00067,Track A017-3,Artist 17,Album A017-2,2020,Pop,Dance Pop,Desktop,macOS,13.5,Montreal,QC,Canada,98,0,2,2024-10-03 15:19:04
1540,U0110,49,Germany,Free,T00043,Track A011-3,Artist 11,Album A011-2,2024,Pop,Dance Pop,Tablet,iOS,17.1,Hamburg,HH,Germany,263,1,0,2024-10-05 17:28:41
1541,U0494,51,Germany,Premium,T00089,Track A023-1,Artist 23,Album A023-1,2019,Latin Pop,Reggaeton,Desktop,Windows,10,Munich,BY,Germany,112,0,2,2024-10-03 22:54:45
1542,U0524,21,Brazil,Premium,T00095,Track A024-3,Artist 24,Album A024-2,2023,K-Pop,Pop,Smart Speaker,Alexa,5.3,Rio de Janeiro,RJ,Brazil,234,1,0,2024-10-03 13:46:23
1543,U0148,45,India,Free,T00072,Track A018-4,Artist 18,Album A018-2,2020,Latin Pop,Reggaeton,Smart Speaker,Alexa,5.3,Mumbai,MH,India,117,0,2,2024-10-25 01:04:18
1544,U0159,28,Canada,Premium Family,T00039,Track A010-3,Artist 10,Album A010-2,2017,Pop,Dance Pop,Smart Speaker,Alexa,5.3,Vancouver,BC,Canada,238,1,0,2024-10-16 02:12:50
1545,U0007,41,Brazil,Free,T00063,Track A016-3,Artist 16,Album A016-2,2020,Latin Pop,Reggaeton,Tablet,iOS,17.1,São Paulo,SP,Brazil,110,0,0,2024-10-10 17:49:56
1546,U0124,23,USA,Premium,T00067,Track A017-3,Artist 17,Album A017-2,2020,Pop,Dance Pop,Mobile,iOS,17.5,Chicago,IL,USA,137,0,0,2024-10-13 00:00:57
1547,U0518,58,India,Premium,T00057,Track A015-1,Artist 15,Album A015-1,2017,Latin Pop,Reggaeton,Desktop,macOS,13.5,Bengaluru,KA,India,297,1,0,2024-10-03 16:50:26
1548,U0415,25,Brazil,Student,T00062,Track A016-2,Artist 16,Album A016-1,2021,Latin Pop,Reggaeton,Mobile,Android,12,Rio de Janeiro,RJ,Brazil,268,1,0,2024-10-12 09:42:38
1549,U0267,55,UK,Premium,T00079,Track A020-3,Artist 20,Album A020-2,2020,Bollywood,Dance,Smart Speaker,Alexa,5.3,London,ENG,UK,273,1,0,2024-10-22 07:37:24
1550,U0127,52,Germany,Premium,T00056,Track A014-4,Artist 14,Album A014-2,2021,Hip-Hop,Pop Rap,Mobile,Android,12,Munich,BY,Germany,64,0,2,2024-10-31 21:13:24
1551,U0247,27,UK,Free,T00022,Track A006-2,Artist 6,Album A006-1,2018,Latin Pop,Reggaeton,Tablet,iOS,17.1,London,ENG,UK,136,0,1,2024-10-27 12:55:46
1552,U0297,57,Japan,Premium,T00086,Track A022-2,Artist 22,Album A022-1,2020,Bollywood,Dance,Mobile,iOS,17.5,Tokyo,TK,Japan,196,0,1,2024-10-29 13:57:34
1553,U0401,24,Brazil,Premium Family,T00050,Track A013-2,Artist 13,Album A013-1,2018,Hip-Hop,Pop Rap,Smart Speaker,Alexa,5.3,São Paulo,SP,Brazil,191,0,1,2024-10-06 05:03:19
1554,U0152,33,USA,Premium,T00004,Track A001-4,Artist 1,Album A001-2,2022,Hip-Hop,Pop Rap,Desktop,Windows,10,Chicago,IL,USA,112,0,0,2024-10-23 04:32:22
1555,U0595,38,USA,Student,T00039,Track A010-3,Artist 10,Album A010-2,2017,Pop,Dance Pop,Mobile,iOS,17.5,Austin,TX,USA,187,0,1,2024-10-31 02:12:30
1556,U0143,46,USA,Premium,T00060,Track A015-4,Artist 15,Album A015-2,2019,Latin Pop,Reggaeton,Smart Speaker,Alexa,5.3,Chicago,IL,USA,154,0,1,2024-10-23 06:00:59
1557,U0513,27,India,Premium Family,T00065,Track A017-1,Artist 17,Album A017-1,2022,Pop,Dance Pop,Mobile,Android,12,Bengaluru,KA,India,288,1,0,2024-10-17 22:25:16
1558,U0400,44,Germany,Premium,T00066,Track A017-2,Artist 17,Album A017-1,2024,Pop,Dance Pop,Mobile,iOS,17.5,Hamburg,HH,Germany,225,1,0,2024-10-09 11:18:12
1559,U0577,49,Canada,Premium,T00044,Track A011-4,Artist 11,Album A011-2,2017,Pop,Dance Pop,Desktop,macOS,13.5,Montreal,QC,Canada,154,0,2,2024-10-07 19:09:27
1560,U0311,49,India,Student,T00051,Track A013-3,Artist 13,Album A013-2,2020,Hip-Hop,Pop Rap,Mobile,iOS,17.5,Mumbai,MH,India,175,0,2,2024-10-24 11:36:12
1561,U0185,56,India,Premium Family,T00074,Track A019-2,Artist 19,Album A019-1,2018,Hip-Hop,Pop Rap,Smart Speaker,Alexa,5.3,Bengaluru,KA,India,251,1,0,2024-10-25 14:40:29
1562,U0266,34,Japan,Free,T00017,Track A005-1,Artist 5,Album A005-1,2018,Bollywood,Dance,Smart Speaker,Alexa,5.3,Osaka,OS,Japan,212,1,0,2024-10-16 17:34:35
1563,U0357,32,India,Premium,T00075,Track A019-3,Artist 19,Album A019-2,2021,Hip-Hop,Pop Rap,Tablet,iOS,17.1,Mumbai,MH,India,91,0,2,2024-10-20 14:25:50
1564,U0163,44,Germany,Premium,T00030,Track A008-2,Artist 8,Album A008-1,2020,Latin Pop,Reggaeton,Mobile,iOS,17.5,Berlin,BE,Germany,197,0,1,2024-10-06 03:45:20
1565,U0332,53,Japan,Premium,T00030,Track A008-2,Artist 8,Album A008-1,2020,Latin Pop,Reggaeton,Smart Speaker,Alexa,5.3,Tokyo,TK,Japan,106,0,0,2024-10-12 11:40:44
1566,U0394,31,India,Free,T00054,Track A014-2,Artist 14,Album A014-1,2024,Hip-Hop,Pop Rap,Mobile,iOS,17.5,Bengaluru,KA,India,216,1,0,2024-10-04 00:08:59
1567,U0039,27,USA,Premium,T00096,Track A024-4,Artist 24,Album A024-2,2024,K-Pop,Pop,Mobile,iOS,17.5,Austin,TX,USA,248,1,0,2024-10-22 10:25:04
1568,U0031,27,Brazil,Student,T00023,Track A006-3,Artist 6,Album A006-2,2020,Latin Pop,Reggaeton,Desktop,Windows,10,São Paulo,SP,Brazil,233,1,0,2024-10-06 05:26:02
1569,U0137,44,Japan,Free,T00082,Track A021-2,Artist 21,Album A021-1,2023,Bollywood,Dance,Tablet,iOS,17.1,Osaka,OS,Japan,135,0,1,2024-10-28 00:19:56
1570,U0449,27,Japan,Premium Family,T00087,Track A022-3,Artist 22,Album A022-2,2020,Bollywood,Dance,Desktop,Windows,10,Tokyo,TK,Japan,136,0,1,2024-10-11 22:43:21
1571,U0542,38,Germany,Premium,T00025,Track A007-1,Artist 7,Album A007-1,2021,Pop,Dance Pop,Mobile,iOS,17.5,Berlin,BE,Germany,66,0,0,2024-10-29 06:12:17
1572,U0209,40,India,Premium,T00005,Track A002-1,Artist 2,Album A002-1,2019,Bollywood,Dance,Mobile,Android,12,Mumbai,MH,India,172,0,2,2024-10-01 06:06:02
1573,U0560,43,Germany,Student,T00010,Track A003-2,Artist 3,Album A003-1,2017,Pop,Dance Pop,Desktop,Windows,10,Munich,BY,Germany,230,1,0,2024-10-09 23:53:42
1574,U0541,17,Brazil,Premium,T00064,Track A016-4,Artist 16,Album A016-2,2021,Latin Pop,Reggaeton,Mobile,Android,12,Rio de Janeiro,RJ,Brazil,209,1,0,2024-10-11 01:43:32
1575,U0513,27,India,Premium Family,T00046,Track A012-2,Artist 12,Album A012-1,2018,Pop,Dance Pop,Desktop,Windows,10,Bengaluru,KA,India,287,1,0,2024-10-31 00:34:48
1576,U0142,59,India,Student,T00009,Track A003-1,Artist 3,Album A003-1,2022,Pop,Dance Pop,Desktop,macOS,13.5,Mumbai,MH,India,219,1,0,2024-10-21 18:05:14
1577,U0073,46,India,Free,T00073,Track A019-1,Artist 19,Album A019-1,2017,Hip-Hop,Pop Rap,Mobile,iOS,17.5,Bengaluru,KA,India,252,1,0,2024-10-07 04:11:23
1578,U0104,37,Brazil,Free,T00016,Track A004-4,Artist 4,Album A004-2,2018,Bollywood,Dance,Desktop,macOS,13.5,Rio de Janeiro,RJ,Brazil,83,0,1,2024-10-12 04:38:15
1579,U0024,51,Japan,Premium,T00029,Track A008-1,Artist 8,Album A008-1,2021,Latin Pop,Reggaeton,Desktop,Windows,10,Osaka,OS,Japan,177,0,0,2024-10-13 04:52:51
1580,U0162,53,Japan,Premium,T00037,Track A010-1,Artist 10,Album A010-1,2020,Pop,Dance Pop,Mobile,iOS,17.5,Osaka,OS,Japan,210,0,2,2024-10-26 22:38:55
1581,U0513,27,India,Premium Family,T00040,Track A010-4,Artist 10,Album A010-2,2019,Pop,Dance Pop,Desktop,macOS,13.5,Bengaluru,KA,India,86,0,0,2024-10-31 00:46:24
1582,U0597,36,USA,Free,T00061,Track A016-1,Artist 16,Album A016-1,2024,Latin Pop,Reggaeton,Desktop,Windows,10,Chicago,IL,USA,72,0,1,2024-10-02 10:55:36
1583,U0206,56,Japan,Student,T00043,Track A011-3,Artist 11,Album A011-2,2024,Pop,Dance Pop,Mobile,iOS,17.5,Tokyo,TK,Japan,137,0,2,2024-10-07 18:16:58
1584,U0338,18,Germany,Premium,T00085,Track A022-1,Artist 22,Album A022-1,2022,Bollywood,Dance,Mobile,iOS,17.5,Munich,BY,Germany,196,0,2,2024-10-12 10:30:50
1585,U0037,33,UK,Premium,T00045,Track A012-1,Artist 12,Album A012-1,2021,Pop,Dance Pop,Mobile,iOS,17.5,London,ENG,UK,214,1,0,2024-10-21 04:57:17
1586,U0083,50,Germany,Free,T00071,Track A018-3,Artist 18,Album A018-2,2018,Latin Pop,Reggaeton,Desktop,macOS,13.5,Berlin,BE,Germany,153,0,0,2024-10-07 06:50:13
1587,U0037,33,UK,Premium,T00064,Track A016-4,Artist 16,Album A016-2,2021,Latin Pop,Reggaeton,Tablet,iOS,17.1,London,ENG,UK,224,1,0,2024-10-11 22:25:46
1588,U0490,49,Japan,Free,T00039,Track A010-3,Artist 10,Album A010-2,2017,Pop,Dance Pop,Mobile,Android,12,Osaka,OS,Japan,299,1,0,2024-10-02 00:58:59
1589,U0201,51,Japan,Premium,T00069,Track A018-1,Artist 18,Album A018-1,2017,Latin Pop,Reggaeton,Tablet,iOS,17.1,Osaka,OS,Japan,230,1,0,2024-10-19 10:01:10
1590,U0019,33,Japan,Free,T00071,Track A018-3,Artist 18,Album A018-2,2018,Latin Pop,Reggaeton,Desktop,macOS,13.5,Tokyo,TK,Japan,177,0,2,2024-10-03 12:44:52
1591,U0129,26,Japan,Free,T00056,Track A014-4,Artist 14,Album A014-2,2021,Hip-Hop,Pop Rap,Smart Speaker,Alexa,5.3,Tokyo,TK,Japan,205,1,0,2024-10-21 17:17:49
1592,U0449,27,Japan,Premium Family,T00016,Track A004-4,Artist 4,Album A004-2,2018,Bollywood,Dance,Tablet,iOS,17.1,Tokyo,TK,Japan,170,0,1,2024-10-18 20:24:41
